,ts,actual,forecast,forecast_lower,forecast_upper
3683,2016-09-09,102.05292510986328,105.18963039804781,93.95602144902684,116.42323934706879
3684,2016-09-12,103.75718688964844,105.36539157120626,94.14503311420202,116.5857500282105
3685,2016-09-13,102.13158416748048,105.60691814855139,94.60487898606132,116.60895731104145
3686,2016-09-14,100.97791290283205,105.1660177772869,94.18464079223153,116.14739476234226
3687,2016-09-15,102.03324127197266,105.11771519902558,93.91983577323323,116.31559462481793
3688,2016-09-16,100.84027862548828,105.03526095049494,93.80305664783027,116.26746525315961
3689,2016-09-19,101.51544189453124,104.95711967492421,93.74850411227278,116.16573523757565
3690,2016-09-20,101.2401123046875,105.09691359934259,94.11528017951508,116.07854701917009
3691,2016-09-21,101.94807434082033,105.04350297616732,94.08206166326275,116.00494428907189
3692,2016-09-22,102.32821655273438,105.00460346295715,93.82534446797575,116.18386245793855
3693,2016-09-23,101.58751678466795,104.77525761078265,93.55170652808569,115.9988086934796
3694,2016-09-26,100.93204498291016,104.65417716414655,93.44293335363417,115.86542097465892
3695,2016-09-27,102.7608642578125,104.97162079138677,93.98638688571269,115.95685469706085
3696,2016-09-28,103.75718688964844,104.9989935167031,94.0332988205535,115.96468821285269
3697,2016-09-29,103.63922882080078,105.05685657873285,93.86938051841433,116.24433263905136
3698,2016-09-30,104.12425994873048,104.87636453566711,93.64164830397068,116.11108076736353
3699,2016-10-03,103.3114776611328,104.8756613460645,93.65478741110907,116.09653528101994
3700,2016-10-04,102.55762481689452,104.99110337547013,94.00112982559152,115.98107692534875
3701,2016-10-05,102.96405792236328,105.10337304628041,94.13692426877549,116.06982182378533
3702,2016-10-06,102.83295440673828,105.51302858756051,94.33079643586183,116.6952607392592
3703,2016-10-07,102.0398178100586,105.22587340391713,94.00016557108871,116.45158123674555
3704,2016-10-10,,104.63677956484246,93.4226567711621,115.85090235852282
3705,2016-10-11,101.46299743652344,104.41428047048852,93.42742628632396,115.40113465465308
3706,2016-10-12,101.13524627685548,103.79130765959361,92.82533307945904,114.75728223972818
3707,2016-10-13,100.76164245605467,103.46239792514365,92.2827298998737,114.6420659504136
3708,2016-10-14,101.2401123046875,102.95499766399571,91.73151054410631,114.17848478388511
3709,2016-10-17,101.44987487792967,101.86025139650168,90.65120363174276,113.0692991612606
3710,2016-10-18,98.79515838623048,101.63848605485845,90.65645132436023,112.62052078535666
